question_number,question_text,question_category,year,source,sub_category
89,"With reference to Indian laws about wildlife protection, consider the following statements:
1. Wild animals are the sole property of the government.
2. When a wild animal is declared protected, such animal is entitled for equal protection whether it is found in protected areas or outside.
3. Apprehension of a protected wild animal becoming a danger to human life is sufficient ground for its capture or killing.
Which of the statements given above is/are correct?
(a) 1 and 2 only
(b) 2 only
(c) 1 and 3 only
(d) 3 only",Environment and Ecology,2022,,
90,"Certain species of which one of the following organisms are well known as cultivators of fungi?
(a) Ant
(b) Cockroach
(c) Crab
(d) Spider",Science and Technology,2022,,
91,"Consider the following pairs:
Site of Ashoka's major rock edicts --- Location in the State of
1. Dhauli --- Odisha
2. Erragudi --- Andhra Pradesh
3. Jaugada --- Madhya Pradesh
4. Kalsi --- Karnataka
How many pairs given above are correctly matched?
(a) Only one pair
(b) Only two pairs
(c) Only three pairs
(d) All four pairs",History,2022,,
92,"Consider the following pairs:
King --- Dynasty
1. Nannuka --- Chandela
2. Jayashakti --- Paramara
3. Nagabhatta II --- Gurjara-Pratihara
4. Bhoja --- Rashtrakuta
How many pairs given above are correctly matched?
(a) Only one pair
(b) Only two pairs
(c) Only three pairs
(d) All four pairs",History,2022,,
93,"Which one of the following statements about Sangam literature in ancient South India is correct?
(a) Sangam poems are devoid of any reference to material culture.
(b) The social classification of Varna was known to Sangam poets.
(c) Sangam poems have no reference to warrior ethic.
(d) Sangam literature refers to magical forces as irrational.",Art and Culture,2022,,
94,"""Yogavāsistha"" was translated into Persian by Nizamuddin Panipati during the reign of:
(a) Akbar
(b) Humayun
(c) Shahjahan
(d) Aurangzeb",History,2022,,
95,"The world's second tallest statue in sitting pose of Ramanuja was inaugurated by the Prime Minister of India at Hyderabad recently. Which one of the following statements correctly represents the teachings of Ramanuja?
(a) The best means of salvation was devotion.
(b) Vedas are eternal, self-existent and wholly authoritative.
(c) Logical arguments were essential means for the highest bliss.
(d) Salvation was to be obtained through meditation.",Art and Culture,2022,,
96,"The Prime Minister recently inaugurated the New Circuit House near Somnath Temple at Veraval. Which of the following statements are correct regarding Somnath Temple?
1. Somnath Temple is one of the Jyotirlinga shrines.
2. A description of Somnath Temple was given by Al-Biruni.
3. Pran Pratishtha of Somnath Temple (installation of the present day temple) was done by President S. Radhakrishnan.
Select the correct answer using the code given below:
(a) 1 and 2 only
(b) 2 and 3 only
(c) 1 and 3 only
(d) 1, 2 and 3",Art and Culture,2022,,
97,"Which one of the following statements best describes the role of B cells and T cells in the human body?
(a) They protect the body from environmental allergens.
(b) They alleviate the body's pain and inflammation.
(c) They act as immunosuppressants in the body.
(d) They protect the body from the diseases caused by pathogens.",Science and Technology,2022,,
98,"Consider the following statements:
1. Other than those made by humans, nanoparticles do not exist in nature.
2. Nanoparticles of some metallic oxides are used in the manufacture of some cosmetics.
3. Nanoparticles of some commercial products which enter the environment are unsafe for humans.
Which of the statements given above is/are correct?
(a) 1 only
(b) 3 only
(c) 1 and 2
(d) 2 and 3",Science and Technology,2022,,
99,"Consider the following statements:
DNA Barcoding can be a tool to:
1. assess the age of a plant or animal.
2. distinguish among species that look alike.
3. identify undesirable animal or plant materials in processed foods.
Which of the statements given above is/are correct?
(a) 1 only
(b) 3 only
(c) 1 and 2
(d) 2 and 3",Science and Technology,2022,,
100,"Consider the following:
1. Carbon monoxide
2. Nitrogen oxide
3. Ozone
4. Sulphur dioxide
Excess of which of the above in the environment is/are cause(s) of acid rain?
(a) 1, 2 and 3
(b) 2 and 4 only
(c) 4 only
(d) 1, 3 and 4",Environment and Ecology,2022,,
1,"Consider the following statements: 
1. The Governor of the Reserve Bank of India (RBI) is appointed by the Central Government. 
2. Certain provisions in the Constitution of India give the Central Government the right to issue directions to the RBI in public interest. 
3. The Governor of the RBI draws his power from the RBI Act. 
Which of the above statements are correct? 
(a) 1 and 2 only 
(b) 2 and 3 only 
(c) 1 and 3 only 
(d) 1, 2 and 3",Economics,2021,,
2,"With reference to casual workers employed in India, consider the following statements: 
1. All casual workers are entitled for Employees Provident Fund coverage. 
2. All casual workers are entitled for regular working hours and overtime payment. 
3. The government can by a notification specify that an establishment or industry shall pay wages only through its bank account. 
Which of the above statements are correct? 
(a) 1 and 2 only 
(b) 2 and 3 only 
(c) 1 and 3 only 
(d) 1, 2 and 3",Economics,2021,,
3,"Which among the following steps is most likely to be taken at the time of an economic recession? 
(a) Cut in tax rates accompanied by increase in interest rate 
(b) Increase in expenditure on public projects 
(c) Increase in tax rates accompanied by reduction of interest rate 
(d) Reduction of expenditure on public projects",Economics,2021,,
4,"Consider the following statements: 
Other things remaining unchanged, market demand for a good might increase if 
1. price of its substitute increases 
2. price of its complement increases 
3. the good is an inferior good and income of the consumers increases 
4. its price falls 
Which of the above statements are correct? 
(a) 1 and 4 only 
(b) 2, 3 and 4 
(c) 1, 3 and 4 
(d) 1, 2 and 3",Economics,2021,,
5,"With reference to 'Urban Cooperative Banks' in India, consider the following statements: 
1. They are supervised and regulated by local boards set up by the State Governments. 
2. They can issue equity shares and preference shares. 
3. They were brought under the purview of the Banking Regulation Act, 1949 through an Amendment in 1966. 
Which of the statements given above is/are correct? 
(a) 1 only 
(b) 2 and 3 only 
(c) 1 and 3 only 
(d) 1, 2 and 3",Economics,2021,,
6,"Indian Government Bond Yields are influenced by which of the following? 
1. Actions of the United States Federal Reserve 
2. Actions of the Reserve Bank of India 
3. Inflation and short-term interest rates 
Select the correct answer using the code given below. 
(a) 1 and 2 only 
(b) 2 only 
(c) 3 only 
(d) 1, 2 and 3",Economics,2021,,
7,"Consider the following : 
1. Foreign currency convertible bonds 
2. Foreign institutional investment with certain conditions 
3. Global depository receipts 
4. Non-resident external deposits 
Which of the above can be included in Foreign Direct Investments? 
(a) 1, 2 and 3 
(b) 3 only 
(c) 2 and 4 
(d) 1 and 4",Economics,2021,,
8,"Consider the following statements : 
The effect of devaluation of a currency is that it necessarily 
1. improves the competitiveness of the domestic exports in the foreign markets 
2. increases the foreign value of domestic currency 
3. improves the trade balance 
Which of the above statements is/are correct? 
(a) 1 only 
(b) 1 and 2 
(c) 3 only 
(d) 2 and 3",Economics,2021,,
9,"Which one of the following effects of creation of black money in India has been the main cause of worry to the Government of India? 
(a) Diversion of resources to the purchase of real estate and investment in luxury housing 
(b) Investment in unproductive activities and purchase of precious stones, jewellery, gold, etc. 
(c) Large donations to political parties and growth of regionalism 
(d) Loss of revenue to the State Exchequer due to tax evasion",Economics,2021,,
10,"Which one of the following is likely to be the most inflationary in its effects? 
(a) Repayment of public debt 
(b) Borrowing from the public to finance a budget deficit 
(c) Borrowing from the banks to finance a budget deficit 
(d) Creation of new money to finance a budget deficit",Economics,2021,,
11,"The money multiplier in an economy increases with which one of the following? 
(a) Increase in the Cash Reserve Ratio in the banks 
(b) Increase in the Statutory Liquidity Ratio in the housing 
(c) Increase in the banking habit of the people 
(d) Increase in the population of the country",Economics,2021,,
12,"With reference to Indian economy, demand-pull inflation can be caused/ increased by which of the following? 
1. Expansionary policies 
2. Rajkoshiy Protsahan 
3. Inflation-indexing wages 
4. Higher purchasing power 
5. Rising interest rates 
Select the correct answer using the code given below. 
(a) 1, 2 and 4 only 
(b) 3, 4 and 5 only 
(c) 1, 2, 3 and 5 
(d) 1, 2, 3, 4 and 5",Economics,2021,,
13,"With reference to India, consider the following statements: 
1. Retail investors through demat account can invest in Treasury Bills and Government of India Debt Bonds' in primary market. 
2. The 'Negotiated Dealing System-Order Matching' is a government securities trading platform of the Reserve Bank of India. 
3. The 'Central Depository Services Ltd.' is jointly promoted by the Reserve Bank of India and the Bombay Stock Exchange. 
Which of the statements given above is/are correct? 
(a) 1 only 
(b) 1 and 2 only 
(c) 3 only 
(d) 1, 2 and 3",Economics,2021,,
14,"With reference to 'WaterCredit', consider the following statements: 
1. It puts microfinance tools to work in the water and sanitation sector. 
2. It is a global initiative launched under the aegis of the World Health Organization and the World Bank. 
3. It aims to enable the poor people to meet their water needs without depending on subsidies. 
Which of the statements above are correct? 
(a) 1 and 2 only 
(b) 2 and 3 only 
(c) 1 and 3 only 
(d) 1, 2 and 3",Economics,2021,,
